,Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Renewables available,Renewables used
161,120148.386946,1284186.51,562354.771742,1846541.281742,0.0,0.0,0.0,1264.97809,6,510.0,8318.141963,6315.064409,35.187127,15.36884,43541.744046,42276.765956
162,120147.799296,1284186.51,501244.939428,1785431.449428,0.0,0.0,0.0,2135.938142,6,510.0,7918.733659,6314.957954,37.354457,14.860293,47016.495678,44880.557536
163,120148.169521,1284186.51,583919.713612,1868106.223612,798.075953,0.0,0.0,998.187444,6,510.0,10962.656667,6315.053287,33.528774,15.548354,41282.395155,40284.207711
164,120146.747658,1284186.51,518376.559651,1802563.069651,256.111757,0.0,0.0,872.823449,6,510.0,8526.133987,6314.966649,36.864942,15.003012,45164.852054,44292.028605
165,120148.127129,1284186.51,588210.86908,1872397.37908,0.0,0.0,0.0,760.902453,6,510.0,8881.808785,6315.177562,34.138313,15.584075,41777.445573,41016.54312
166,120147.958537,1284186.51,559184.401551,1843370.911551,135.852171,0.0,0.0,452.1089,6,510.0,5854.05325,6315.176908,35.595131,15.342507,43218.931628,42766.822729
167,120147.542285,1284186.51,527022.280108,1811208.790108,0.0,0.0,0.0,1708.58802,6,510.0,8104.596937,6314.998668,36.513191,15.074872,45578.289541,43869.701521
168,120147.704393,1284186.51,579400.108264,1863586.618264,537.014064,0.0,0.0,1571.250323,6,510.0,7170.466888,6314.97425,34.111844,15.510797,42555.847614,40984.597291
169,120148.02197,1284186.51,584808.912804,1868995.422804,1307.409065,0.0,0.0,867.424351,6,510.0,7046.204576,6315.041179,33.445788,15.555774,41051.87753,40184.453179
170,120148.862251,1284186.51,547723.200796,1831909.710796,0.0,0.0,0.0,2622.069937,6,510.0,6109.449323,6315.153849,35.650214,15.247,45455.396251,42833.326314
171,120147.963639,1284186.51,545134.550569,1829321.060569,0.0,0.0,0.0,1052.069106,6,510.0,7586.835475,6314.964912,35.739729,15.225569,43992.626139,42940.557033
172,120148.482016,1284186.51,560551.699626,1844738.209626,322.218717,0.0,0.0,1444.705471,6,510.0,8134.840427,6314.997698,35.016845,15.35382,43516.913151,42072.20768
173,120148.134642,1284186.51,643633.307053,1927819.817053,78.951381,0.0,0.0,1008.986846,6,510.0,9655.317849,6314.978363,32.135809,16.045358,39619.56152,38610.574673
174,120147.947427,1284186.51,537697.526281,1821884.036281,0.0,0.0,0.0,1986.199906,6,510.0,6375.211284,6315.339632,36.001512,15.163672,45241.277184,43255.077278
175,120148.21496,1284186.51,543503.412192,1827689.922192,309.372001,0.0,0.0,1616.482756,6,510.0,7732.214621,6315.059465,35.475007,15.211961,44239.070343,42622.587587
176,120148.156472,1284186.51,573595.18001,1857781.69001,72.576983,0.0,0.0,1733.597889,6,510.0,8900.992272,6315.124345,34.85499,15.462424,43611.226168,41877.628279
177,120147.449219,1284186.51,560433.442204,1844619.952204,0.0,0.0,0.0,968.446041,6,510.0,9070.286823,6315.021057,35.209536,15.352968,43271.805605,42303.359564
178,120147.967883,1284186.51,497853.101151,1782039.611151,0.0,0.0,0.0,841.646628,6,510.0,7423.032665,6314.927331,37.421769,14.832041,45803.142048,44961.49542
179,120147.733817,1284186.51,641093.462224,1925279.972224,0.0,0.0,0.0,456.276029,6,510.0,10326.39563,6314.979884,31.998696,16.024272,38901.983645,38445.707616
180,120147.141318,1284186.51,570521.780943,1854708.290943,604.097038,0.0,0.0,780.773734,6,510.0,9340.706842,6315.177703,34.40228,15.436974,42114.129766,41333.356032
181,120147.50365,1284186.51,598327.221313,1882513.731313,980.370262,0.0,0.0,948.512924,6,510.0,7070.000533,6315.076966,33.337453,15.668355,41002.631062,40054.118138
182,120148.090673,1284186.51,574665.234012,1858851.744012,489.098546,0.0,0.0,1158.131129,6,510.0,9686.81501,6315.146467,34.434192,15.471338,42530.154783,41372.023655
183,120148.191449,1284186.51,539139.344951,1823325.854951,0.0,0.0,0.0,1863.704937,6,510.0,6683.035538,6315.16894,36.053101,15.175641,45180.854087,43317.14915
184,120148.310008,1284186.51,494020.673148,1778207.183148,0.0,0.0,0.0,1431.523588,6,510.0,5179.72377,6315.076967,37.685989,14.800101,46710.602818,45279.07923
185,120147.630111,1284186.51,559747.53479,1843934.04479,449.148676,0.0,0.0,1810.568299,6,510.0,9548.857543,6315.076965,34.931843,15.347236,43780.350293,41969.781995
186,120148.000821,1284186.51,546001.42828,1830187.93828,151.008881,0.0,0.0,666.940624,6,510.0,8529.054652,6315.150826,35.695892,15.232779,43554.841814,42887.90119
187,120148.162788,1284186.51,539595.870752,1823782.380752,0.0,0.0,0.0,1080.913288,6,510.0,9867.171112,6315.086646,35.917431,15.179445,44235.046606,43154.133317
188,120147.53534,1284186.51,507034.038789,1791220.548789,0.0,0.0,0.0,963.851838,6,510.0,8856.200634,6315.046451,37.217408,14.908508,45679.649887,44715.798049
189,120147.789177,1284186.51,587823.181014,1872009.691014,754.751218,0.0,0.0,549.539274,6,510.0,7230.742679,6315.129423,33.59811,15.580892,40916.926019,40367.386746
190,120147.910118,1284186.51,597475.990987,1881662.500987,171.390835,0.0,0.0,1067.238141,6,510.0,10437.473917,6314.985222,33.643078,15.661217,41488.692906,40421.454765
191,120147.384033,1284186.51,641682.92256,1925869.43256,911.247072,0.0,0.0,1666.121789,6,510.0,10760.313851,6315.076967,31.404561,16.029225,39397.880722,37731.758933
192,120147.392707,1284186.51,560978.862835,1845165.372835,0.0,0.0,0.0,1228.881968,6,510.0,7177.121498,6315.076966,35.251646,15.357515,43582.816096,42353.934129
193,120147.715107,1284186.51,558325.045204,1842511.555204,744.932161,0.0,0.0,1002.255255,6,510.0,9215.790843,6315.145602,34.627267,15.335386,42606.125913,41603.870659
194,120147.737026,1284186.51,547094.642393,1831281.152393,0.0,0.0,0.0,1029.679381,6,510.0,7691.689243,6315.203621,35.725903,15.241911,43953.543778,42923.864398
195,120147.649102,1284186.51,581508.183438,1865694.693438,0.0,0.0,0.0,1510.423751,6,510.0,9249.811506,6315.077661,34.434303,15.52835,42882.429361,41372.005611
196,120147.693031,1284186.51,537071.607805,1821258.117805,0.0,0.0,0.0,1250.275534,6,510.0,8324.290292,6315.076965,36.070063,15.158494,44587.624104,43337.34857
197,120147.832647,1284186.51,586475.746508,1870662.256508,422.613135,0.0,0.0,378.426113,6,510.0,10490.6949,6315.076966,34.123811,15.569671,41377.445379,40999.019265
198,120147.837163,1284186.51,567876.013755,1852062.523755,217.933264,0.0,0.0,1125.603959,6,510.0,9263.242982,6314.899651,34.866,15.414864,43016.348632,41890.744673
199,120148.324476,1284186.51,534966.419851,1819152.929851,526.936907,0.0,0.0,1206.331494,6,510.0,8744.300915,6315.187011,35.811491,15.140893,44233.237333,43026.905839
200,120147.946223,1284186.51,563767.410545,1847953.920545,0.0,0.0,0.0,1071.613789,6,510.0,8165.845874,6315.045316,35.046077,15.380653,43178.756105,42107.142316
201,120147.383745,1284186.51,580507.451894,1864693.961894,411.868001,0.0,0.0,345.46351,6,510.0,6925.448659,6314.928735,34.027584,15.520055,41228.71541,40883.251899
202,120147.4003,1284186.51,564363.225066,1848549.735066,156.725743,0.0,0.0,1411.727949,6,510.0,7377.729635,6315.116381,34.97646,15.385682,43435.035654,42023.307705
203,120148.075418,1284186.51,553075.44325,1837261.95325,0.0,0.0,0.0,2281.300277,6,510.0,8974.390592,6315.19567,35.436185,15.291647,44857.194181,42575.893904
204,120148.273005,1284186.51,511619.223339,1795805.733339,0.0,0.0,0.0,1177.565144,6,510.0,9096.184947,6315.107398,37.033999,14.94658,45673.274882,44495.709738
205,120148.142844,1284186.51,551492.515822,1835679.025822,0.0,0.0,0.0,610.442977,6,510.0,9166.212686,6314.962804,35.436745,15.278464,43187.033673,42576.590696
206,120146.663639,1284186.51,594479.465248,1878665.975248,301.550975,0.0,0.0,1692.28161,6,510.0,9541.722874,6315.008488,33.560253,15.636439,42013.806216,40321.524606
207,120148.669902,1284186.51,547067.579916,1831254.089916,0.0,0.0,0.0,1956.164585,6,510.0,9033.80471,6315.065833,35.647799,15.241568,44786.521472,42830.356887
208,120147.778668,1284186.51,576719.217821,1860905.727821,0.0,0.0,0.0,936.74699,6,510.0,9135.99119,6315.085081,34.572439,15.488474,42474.764106,41538.017115
209,120147.313867,1284186.51,597641.379359,1881827.889359,127.757108,0.0,0.0,2233.930696,6,510.0,8332.35132,6315.031455,34.029413,15.662671,43119.356036,40885.42534
210,120147.406025,1284186.51,496046.778869,1780233.288869,0.0,0.0,0.0,1241.26133,6,510.0,6787.436592,6315.060137,37.380251,14.817076,46152.663371,44911.402041
211,120148.291835,1284186.51,613350.103955,1897536.613955,84.866075,0.0,0.0,1904.136463,6,510.0,9153.719202,6315.134788,33.265432,15.793288,41871.984259,39967.847796
212,120147.824669,1284186.51,546756.817851,1830943.327851,0.0,0.0,0.0,585.112409,6,510.0,7088.303711,6315.076967,35.720568,15.239088,43502.598145,42917.485736
213,120148.550361,1284186.51,562732.019902,1846918.529902,426.690423,0.0,0.0,1666.603804,6,510.0,9639.522862,6315.280058,34.712354,15.371958,43372.993879,41706.390075
214,120147.769666,1284186.51,595373.116884,1879559.626884,52.596909,0.0,0.0,554.130173,6,510.0,9416.273274,6315.008519,33.993466,15.643733,41396.521316,40842.391143
215,120148.406893,1284186.51,596886.587595,1881073.097595,0.0,0.0,0.0,442.171133,6,510.0,8539.281047,6315.112396,33.573607,15.656247,40780.325076,40338.153943
216,120148.36567,1284186.51,533105.821112,1817292.331112,0.0,0.0,0.0,488.736756,6,510.0,5780.691681,6315.172084,36.590716,15.125402,44451.884018,43963.147262
217,120147.859703,1284186.51,519215.860185,1803402.370185,0.0,0.0,0.0,1331.61945,6,510.0,6291.965208,6315.11302,36.707778,15.009858,45435.228654,44103.609204
218,120147.506253,1284186.51,623089.606254,1907276.116254,156.691391,0.0,0.0,1574.121688,6,510.0,11777.063811,6314.972323,33.068325,15.874454,41304.889452,39730.767765
219,120147.810647,1284186.51,619944.195491,1904130.705491,653.324338,0.0,0.0,945.773579,6,510.0,7911.782654,6314.899407,32.46812,15.848235,39955.509338,39009.735759
220,120147.569922,1284186.51,543604.82761,1827791.33761,982.291632,0.0,0.0,1832.227848,6,510.0,7535.639218,6315.007184,35.267839,15.212886,44205.679634,42373.451786
221,120147.862339,1284186.51,542849.2427,1827035.7527,0.0,0.0,0.0,806.421584,6,510.0,9917.872643,6314.966417,35.782615,15.206561,43798.468371,42992.046787
222,120147.471418,1284186.51,539309.841883,1823496.351883,0.0,0.0,0.0,945.748665,6,510.0,10387.301204,6315.004373,35.793818,15.177151,43951.116338,43005.367673
223,120148.239287,1284186.51,524207.936058,1808394.446058,0.0,0.0,0.0,360.110901,6,510.0,6981.201939,6315.127985,36.554991,15.05136,44280.288983,43920.178082
224,120147.750049,1284186.51,539881.90915,1824068.41915,0.0,0.0,0.0,1980.948926,6,510.0,6524.777471,6315.0003,35.979738,15.181877,45209.794682,43228.845756
225,120147.173303,1284186.51,530164.26577,1814350.77577,0.0,0.0,0.0,1019.029459,6,510.0,7563.277426,6315.100664,36.334609,15.101069,44674.034592,43655.005133
226,120148.5411,1284186.51,589571.517264,1873758.027264,1033.699514,0.0,0.0,684.227943,6,510.0,6890.044954,6314.966649,33.729762,15.595346,41210.044746,40525.816803
227,120147.729018,1284186.51,599528.96815,1883715.47815,1047.91163,0.0,0.0,1185.351724,6,510.0,10543.331261,6315.176652,33.035106,15.678328,40876.28131,39690.929585
228,120148.094392,1284186.51,521244.797266,1805431.307266,0.0,0.0,0.0,1663.753523,6,510.0,6295.916696,6315.024143,36.599961,15.026716,45637.909778,43974.156255
229,120147.83926,1284186.51,534118.673957,1818305.183957,872.585025,0.0,0.0,563.401617,6,510.0,7675.326054,6315.032729,35.613285,15.133898,43351.994599,42788.592983
230,120148.484125,1284186.51,586709.158065,1870895.668065,0.0,0.0,0.0,294.44925,6,510.0,10049.094546,6315.26494,34.342772,15.57153,41556.769409,41262.320159
231,120147.853842,1284186.51,588450.992505,1872637.502505,152.119758,0.0,0.0,963.689634,6,510.0,9483.115216,6314.997638,34.221408,15.586109,42079.976391,41116.286757
232,120148.162661,1284186.51,545032.574677,1829219.084677,0.0,0.0,0.0,2051.839494,6,510.0,6518.24652,6315.13655,35.708187,15.224695,44954.5701,42902.730607
233,120147.641424,1284186.51,568246.976757,1852433.486757,0.0,0.0,0.0,1721.228868,6,510.0,11163.957099,6315.091267,34.790961,15.417976,43521.748228,41800.51936
234,120147.794012,1284186.51,564923.091522,1849109.601522,0.0,0.0,0.0,793.08955,6,510.0,7148.740837,6315.055237,35.150779,15.390292,43025.974895,42232.885344
235,120148.093227,1284186.51,604191.503424,1888378.013424,330.500166,0.0,0.0,780.351387,6,510.0,8879.890206,6315.195296,33.742655,15.717087,41321.508418,40541.157031
236,120148.170659,1284186.51,499980.338197,1784166.848197,0.0,0.0,0.0,1061.372364,6,510.0,6294.024919,6315.000569,37.275971,14.849721,45847.7698,44786.397436
237,120147.92316,1284186.51,583712.974218,1867899.484218,434.324862,0.0,0.0,268.57817,6,510.0,9496.848214,6315.076966,33.974812,15.546665,41088.60951,40820.031341
238,120147.829658,1284186.51,550618.22445,1834804.73445,0.0,0.0,0.0,2001.99806,6,510.0,9739.495401,6314.84598,35.442625,15.271227,44585.542745,42583.544685
239,120147.808163,1284186.51,615450.813727,1899637.323727,913.799912,0.0,0.0,2031.20883,6,510.0,10436.813284,6315.001582,32.82545,15.810836,41470.267961,39439.059131
240,120147.242288,1284186.51,578296.695294,1862483.205294,713.832445,0.0,0.0,1288.232175,6,510.0,7452.547313,6315.006752,34.09718,15.501673,42255.054185,40966.82201
241,120147.915966,1284186.51,589897.783686,1874084.293686,0.0,0.0,0.0,938.578326,6,510.0,7255.937065,6315.053251,34.032694,15.598142,41828.150963,40889.572637
242,120147.934574,1284186.51,558329.084066,1842515.594066,0.0,0.0,0.0,1831.76547,6,510.0,5114.591642,6315.099302,35.319185,15.335391,44267.037342,42435.271872
243,120148.023694,1284186.51,511667.332349,1795853.842349,0.0,0.0,0.0,1090.664503,6,510.0,7075.04114,6315.077764,37.044679,14.947011,45599.114537,44508.450035
244,120147.988373,1284186.51,549410.088697,1833596.598697,0.0,0.0,0.0,1038.904224,6,510.0,9751.08483,6315.17412,35.797482,15.261151,44048.858941,43009.954718
245,120147.739371,1284186.51,542692.673727,1826879.183727,0.0,0.0,0.0,1619.32719,6,510.0,6945.155201,6314.950895,35.972068,15.205273,44838.954116,43219.626926
246,120148.021968,1284186.51,577872.643804,1862059.153804,988.372781,0.0,0.0,1231.835334,6,510.0,8127.357684,6315.060556,34.033315,15.498043,42122.189572,40890.354238
247,120147.237772,1284186.51,594681.022772,1878867.532772,0.0,0.0,0.0,1009.249999,6,510.0,6429.026034,6315.051133,34.01219,15.638042,41873.957288,40864.70729
248,120148.474004,1284186.51,530807.885983,1814994.395983,266.358201,0.0,0.0,1005.409517,6,510.0,8938.254421,6315.041352,36.093273,15.106263,44370.926622,43365.517105
249,120147.51049,1284186.51,557636.426313,1841822.936313,0.0,0.0,0.0,431.269294,6,510.0,7599.418521,6315.153891,35.306943,15.32968,42851.68271,42420.413416
250,120147.622193,1284186.51,533833.43858,1818019.94858,0.0,0.0,0.0,488.319943,6,510.0,8640.947204,6315.075168,36.051434,15.131552,43803.260626,43314.940683
251,120147.616952,1284186.51,545103.044945,1829289.554945,0.0,0.0,0.0,1168.377806,6,510.0,6227.328141,6315.144166,35.620682,15.22535,43965.778807,42797.401001
252,120148.394355,1284186.51,517279.302498,1801465.812498,0.0,0.0,0.0,770.128831,6,510.0,6866.922597,6315.051874,36.822015,14.993674,45011.189204,44241.060374
253,120147.818523,1284186.51,569361.356923,1853547.866923,290.629507,0.0,0.0,1198.204984,6,510.0,7801.815302,6314.954635,34.892622,15.427229,43120.929672,41922.724688
254,120147.628309,1284186.51,604147.634391,1888334.144391,512.6642,0.0,0.0,856.949603,6,510.0,8148.708578,6314.858077,33.298111,15.716783,40863.840113,40006.89051
255,120147.373785,1284186.51,564847.755679,1849034.265679,0.0,0.0,0.0,476.98748,6,510.0,9445.64624,6315.204885,34.963611,15.389719,42484.847374,42007.859894
256,120147.62988,1284186.51,563882.796499,1848069.306499,386.601097,0.0,0.0,1485.34332,6,510.0,11704.484176,6315.245143,34.881128,15.381654,43394.192346,41908.849026
257,120148.107682,1284186.51,547810.170885,1831996.680885,0.0,0.0,0.0,875.614156,6,510.0,6892.341111,6314.98716,35.720277,15.24782,43792.850684,42917.236528
258,120148.1019,1284186.51,591734.349183,1875920.859183,8.751809,0.0,0.0,1068.524825,6,510.0,8041.465927,6315.046994,34.055023,15.613404,41984.989122,40916.464297
259,120147.862162,1284186.51,580011.158571,1864197.668571,4.464365,0.0,0.0,586.663775,6,510.0,9668.666367,6315.076966,34.633374,15.515862,42197.921966,41611.258191
260,120147.50365,1284186.51,558359.219851,1842545.729851,124.614328,0.0,0.0,1776.945204,6,510.0,10525.980195,6314.954337,35.333204,15.335697,44228.907198,42451.961994
261,120148.367822,1284186.51,591755.945479,1875942.455479,147.632694,0.0,0.0,1830.183689,6,510.0,7390.823888,6315.103601,34.193064,15.613549,42912.59235,41082.408661
262,120147.466127,1284186.51,588975.797146,1873162.307146,497.235557,0.0,0.0,911.112922,6,510.0,8401.895864,6314.927184,33.680886,15.590527,41377.843507,40466.730585
263,120148.334164,1284186.51,542890.115494,1827076.625494,318.193616,0.0,0.0,807.284937,6,510.0,7508.859605,6315.229777,35.671485,15.206841,43665.979758,42858.694821
264,120148.181268,1284186.51,544109.872903,1828296.382903,0.0,0.0,0.0,1550.913445,6,510.0,6595.762926,6314.976981,35.869873,15.217013,44647.913401,43096.999956
265,120148.057533,1284186.51,548823.51363,1833010.02363,0.0,0.0,0.0,498.704188,6,510.0,7945.321994,6315.009626,35.284974,15.25626,42892.915224,42394.211036
266,120147.442635,1284186.51,612343.675788,1896530.185788,156.014598,0.0,0.0,1389.00094,6,510.0,8311.820159,6315.055018,33.168021,15.785023,41239.529466,39850.528526
267,120148.35464,1284186.51,503663.225052,1787849.735052,0.0,0.0,0.0,533.138454,6,510.0,10113.465512,6315.172739,37.063407,14.880351,45064.212329,44531.073875
268,120147.817952,1284186.51,568778.602257,1852965.112257,216.833211,0.0,0.0,729.731386,6,510.0,8823.028763,6315.076966,34.788552,15.422378,42527.417301,41797.685916
269,120148.409466,1284186.51,569400.124677,1853586.634677,1070.104541,0.0,0.0,1022.589628,6,510.0,9890.833528,6315.054722,34.141505,15.427475,42043.065195,41020.475567
270,120148.132835,1284186.51,534886.162094,1819072.672094,0.0,0.0,0.0,1239.114946,6,510.0,5604.10196,6315.101757,36.097272,15.140249,44609.313654,43370.198708
271,120147.945652,1284186.51,525252.049925,1809438.559925,0.0,0.0,0.0,1047.402442,6,510.0,6759.313359,6315.19625,36.441198,15.060087,44830.753377,43783.350935
272,120147.973312,1284186.51,562027.699017,1846214.209017,187.850519,0.0,0.0,1947.170984,6,510.0,9829.536443,6315.199073,34.968787,15.36617,43961.459619,42014.288635
273,120147.743136,1284186.51,581241.971036,1865428.481036,656.40182,0.0,0.0,1568.539619,6,510.0,11560.7336,6314.927331,34.021303,15.526122,42444.367362,40875.827743
274,120148.292919,1284186.51,571610.013277,1855796.523277,156.49908,0.0,0.0,1170.202349,6,510.0,8799.308216,6314.992125,34.973666,15.445883,43190.46486,42020.262512
275,120147.5346,1284186.51,584084.327493,1868270.837493,421.286485,0.0,0.0,822.294833,6,510.0,7852.333933,6314.954716,34.143828,15.549806,41845.262428,41022.967595
276,120148.218753,1284186.51,568459.387202,1852645.897202,0.0,0.0,0.0,1567.681988,6,510.0,9892.041802,6315.031434,34.926665,15.41967,43531.447285,41963.765297
277,120147.944822,1284186.51,536521.896143,1820708.406143,22.470356,0.0,0.0,946.602732,6,510.0,7080.000446,6315.088354,36.02908,15.153887,44234.801782,43288.19905
278,120148.364924,1284186.51,567822.001753,1852008.511753,618.218242,0.0,0.0,785.810121,6,510.0,8502.009003,6314.984963,34.405825,15.414346,42123.84681,41338.036689
279,120147.552723,1284186.51,607404.940089,1891591.450089,211.528729,0.0,0.0,928.86246,6,510.0,9182.712856,6315.000724,33.32397,15.743903,40966.796606,40037.934146
280,120146.970184,1284186.51,562705.426941,1846891.936941,0.0,0.0,0.0,1826.369397,6,510.0,5387.785449,6315.01171,35.309364,15.371939,44249.500057,42423.13066
281,120147.534823,1284186.51,581166.782302,1865353.292302,0.0,0.0,0.0,759.122764,6,510.0,9242.775411,6314.98811,34.401725,15.525523,42091.947486,41332.824723
282,120147.258724,1284186.51,546418.559556,1830605.069556,0.0,0.0,0.0,517.914154,6,510.0,7706.661846,6314.954397,35.714658,15.236345,43428.096456,42910.182302
283,120148.466733,1284186.51,566880.077839,1851066.587839,476.439105,0.0,0.0,1456.850501,6,510.0,7066.096076,6315.013711,34.685605,15.406494,43131.073671,41674.223171
284,120148.467835,1284186.51,572581.158622,1856767.668622,24.852919,0.0,0.0,1577.653796,6,510.0,7151.472127,6315.03706,35.014229,15.453944,43646.713752,42069.059956
285,120146.637519,1284186.51,556045.904594,1840232.414594,0.0,0.0,0.0,2144.27418,6,510.0,7073.993403,6314.908639,35.48974,15.316554,44784.003301,42639.729121
286,120147.77317,1284186.51,590645.058657,1874831.568657,125.211863,0.0,0.0,1790.911132,6,510.0,9176.904102,6315.327252,33.908543,15.60438,42531.27,40740.358868
287,120148.35256,1284186.51,495537.717055,1779724.227055,0.0,0.0,0.0,992.059998,6,510.0,7249.30468,6315.141691,37.440607,14.812723,45976.33269,44984.272693
288,120148.341449,1284186.51,577794.437882,1861980.947882,520.243871,0.0,0.0,1623.393969,6,510.0,7072.726351,6315.084692,34.303719,15.49735,42838.743244,41215.349275
289,120148.304231,1284186.51,534222.448212,1818408.958212,0.0,0.0,0.0,618.807577,6,510.0,6829.452437,6315.171824,36.144642,15.134703,44045.982367,43427.174791
290,120148.476998,1284186.51,544841.264942,1829027.774942,0.0,0.0,0.0,417.576621,6,510.0,5960.92692,6315.307374,35.470447,15.223063,43034.778874,42617.202253
291,120148.430123,1284186.51,524682.379564,1808868.889564,0.0,0.0,0.0,797.014993,6,510.0,7797.754076,6315.080891,36.361619,15.055285,44484.928998,43687.914005
292,120147.9895,1284186.51,583434.271061,1867620.781061,0.0,0.0,0.0,424.290242,6,510.0,8188.224458,6314.895485,34.416338,15.544337,41774.828365,41350.538123
293,120147.349222,1284186.51,592190.951192,1876377.461192,0.0,0.0,0.0,1083.963476,6,510.0,8483.636232,6315.104852,34.016604,15.617302,41954.011209,40870.047733
294,120146.82122,1284186.51,573576.62885,1857763.13885,0.0,0.0,0.0,334.424208,6,510.0,8384.288085,6315.030683,34.292937,15.462441,41536.297887,41201.873679
295,120147.927559,1284186.51,521630.534124,1805817.044124,0.0,0.0,0.0,1451.70189,6,510.0,5900.716851,6315.050143,36.419038,15.029948,45208.420839,43756.718949
296,120148.392521,1284186.51,530605.284677,1814791.794677,0.0,0.0,0.0,1727.24555,6,510.0,7056.984296,6314.985732,36.225286,15.104587,45251.344919,43524.099369
297,120147.829274,1284186.51,577505.852517,1861692.362517,70.26102,0.0,0.0,1833.199345,6,510.0,8676.352213,6315.090815,34.598841,15.495015,43402.956178,41569.756833
298,120147.452162,1284186.51,556222.771682,1840409.281682,0.0,0.0,0.0,819.615642,6,510.0,7516.734482,6315.076967,35.26004,15.317922,43183.655462,42364.03982
299,120148.203449,1284186.51,524762.481178,1808948.991178,0.0,0.0,0.0,708.067657,6,510.0,7136.827568,6315.07336,36.473635,15.05598,44530.484761,43822.417104
300,120147.99925,1284186.51,537836.904511,1822023.414511,221.917463,0.0,0.0,1089.036766,6,510.0,8218.465646,6315.091005,35.885136,15.164825,44204.309792,43115.273025
301,120148.39561,1284186.51,604391.83569,1888578.34569,0.0,0.0,0.0,1117.686868,6,510.0,9073.709899,6315.227103,33.658708,15.718715,41558.085057,40440.39819
302,120147.595259,1284186.51,545902.425672,1830088.935672,0.0,0.0,0.0,1414.688122,6,510.0,7487.991989,6314.93089,35.66992,15.232006,44271.239458,42856.551336
303,120148.31562,1284186.51,564868.288548,1849054.798548,114.493241,0.0,0.0,841.426489,6,510.0,9582.782906,6315.252686,34.886591,15.389769,42757.077447,41915.650958
304,120147.856582,1284186.51,523917.608093,1808104.118093,487.235192,0.0,0.0,1305.681919,6,510.0,6984.943055,6315.103165,36.550775,15.048992,45220.655005,43914.973086
305,120147.52957,1284186.51,575993.776141,1860180.286141,437.73783,0.0,0.0,2054.634383,6,510.0,8691.314535,6315.026762,34.369136,15.482468,43348.301818,41293.667435
306,120148.015642,1284186.51,554941.369354,1839127.879354,0.0,0.0,0.0,1956.976303,6,510.0,8717.564941,6315.07304,35.1746,15.307185,44218.560677,42261.584374
307,120148.061075,1284186.51,562567.772307,1846754.282307,311.897364,0.0,0.0,1003.339931,6,510.0,9853.958131,6315.076967,34.946536,15.370654,42990.925887,41987.585955
308,120147.581375,1284186.51,558651.562093,1842838.072093,0.0,0.0,0.0,964.750332,6,510.0,8890.652817,6315.18559,35.308317,15.33812,43386.838639,42422.088307
309,120147.623751,1284186.51,552181.473753,1836367.983753,0.0,0.0,0.0,965.620027,6,510.0,6155.676281,6314.970324,35.602552,15.284264,43741.240438,42775.62041
310,120148.017102,1284186.51,574184.670937,1858371.180937,0.0,0.0,0.0,1390.337478,6,510.0,9252.990949,6315.09782,34.543778,15.467348,42894.002286,41503.664808
311,120147.794055,1284186.51,543724.428155,1827910.938155,0.0,0.0,0.0,311.362244,6,510.0,6879.278751,6315.195209,35.779329,15.213854,43299.436993,42988.074749
312,120148.313718,1284186.51,514928.049767,1799114.559767,0.0,0.0,0.0,1966.156248,6,510.0,7970.523031,6315.112643,36.845272,14.974114,46235.129701,44268.973453
313,120147.871203,1284186.51,573503.313408,1857689.823408,234.692092,0.0,0.0,1266.60626,6,510.0,9414.230395,6315.042584,34.681488,15.461696,42935.675568,41669.069307
314,120148.193522,1284186.51,547097.344524,1831283.854524,0.0,0.0,0.0,803.483983,6,510.0,7840.584668,6315.034502,35.485951,15.241876,43439.213204,42635.729221
315,120147.64754,1284186.51,564549.572887,1848736.082887,96.656087,0.0,0.0,1421.171917,6,510.0,10186.769425,6315.176235,35.051405,15.387202,43534.610203,42113.438286
316,120148.206872,1284186.51,558806.812043,1842993.322043,205.474089,0.0,0.0,145.918347,6,510.0,6882.07075,6315.024545,35.134027,15.339333,42358.822287,42212.903939
317,120147.892629,1284186.51,580619.430888,1864805.940888,386.601097,0.0,0.0,650.915215,6,510.0,7832.711836,6315.224927,34.423448,15.520921,42009.962284,41359.04707
318,120147.835746,1284186.51,617788.811941,1901975.321941,1437.96555,0.0,0.0,693.993073,6,510.0,7883.486536,6315.151273,32.074902,15.830292,39231.293861,38537.300788
319,120148.210003,1284186.51,568848.855299,1853035.365299,180.174597,0.0,0.0,1425.431352,6,510.0,8045.968419,6315.057588,35.09025,15.422913,43585.738452,42160.3071
320,120148.161312,1284186.51,537887.56042,1822074.07042,0.0,0.0,0.0,1289.038063,6,510.0,7877.013221,6314.945067,36.090387,15.165226,44650.974196,43361.936132
321,120147.766094,1284186.51,512145.37709,1796331.88709,0.0,0.0,0.0,1723.599298,6,510.0,6310.065385,6314.993887,36.9702,14.951022,46142.469239,44418.869941
322,120147.362324,1284186.51,549138.7181,1833325.2281,187.850519,0.0,0.0,1441.541885,6,510.0,6718.70849,6314.963595,35.572304,15.258972,44180.72663,42739.184745
323,120147.672809,1284186.51,558672.417875,1842858.927875,0.0,0.0,0.0,781.415919,6,510.0,7820.266244,6315.028698,35.271394,15.338282,43159.174413,42377.758494
